,Berdichev,Україна-64,Kremenchuk - Zazuliak Team,Chess dream (Ivano-Frankivsk),Kherson Atlant,Рогатин,Zhydachiv chess team,ЛША тренер МГ Фірман Назар,KHARKIV REGIONAL PALACE,Кривбас- Кривий Ріг,КПДЮ-1,Школа Інтелектуального Розвитку Розвій,DOLYNACHESS (Шахова Долина),Вінницька шахова школа,ШШК 15,Лозовской ШШК,Шахтар Кристинопіль,Team Zaporizhzhia Region | Збірна Запорізької області,MARAMARA,Тисмениця,The Chess Elite (Stryi L'viv Region),POLTAVA,Метрополитен 90 и старше. Харьков,Рівне,МенаКлубШахмат,Myrhorod Chess Club - Yavorovsky Team,Колос (Бучач),Івано-Франківська ДЮСШ №3,Team Odessa,Ukrainian national team,
18:17:09,11,3,29,0,36,18,12,0,0,29,28,5,10,0,4,29,16,0,0,4,25,30,16,30,11,10,49,0,24,2,
18:17:10,11,3,29,0,36,18,12,0,0,29,28,5,10,0,4,29,16,0,0,4,25,30,16,30,11,10,49,0,24,2,
18:17:11,11,3,29,0,36,18,12,0,0,29,28,5,10,0,4,29,16,0,0,4,25,30,16,30,11,10,49,0,24,2,
18:17:12,11,3,29,0,36,18,12,0,0,29,28,5,10,0,4,29,16,0,0,4,25,30,16,30,11,10,49,0,24,2,
18:17:13,11,3,33,0,36,18,12,0,0,29,28,5,10,0,4,29,16,0,0,4,25,30,16,30,11,10,49,0,24,2,
18:17:14,11,3,33,0,36,18,12,0,0,29,28,5,10,0,4,29,16,0,0,4,25,30,16,30,11,10,49,0,24,2,
18:17:15,12,3,33,0,36,18,12,0,0,29,28,5,10,0,4,29,16,0,0,4,27,30,16,30,11,10,49,0,24,2,
18:17:16,12,3,33,0,36,18,12,0,0,29,28,5,10,0,4,29,16,0,0,4,27,30,16,30,11,10,49,0,24,2,
18:17:17,12,3,33,0,36,18,12,0,0,29,28,5,10,0,4,29,16,0,0,4,27,30,16,30,11,10,49,0,24,2,
18:17:18,12,3,33,0,36,18,12,0,0,29,28,5,10,0,4,29,16,0,0,4,27,30,16,30,11,10,49,0,24,2,
18:17:19,12,3,33,0,36,18,12,0,0,29,28,5,10,0,4,29,16,0,0,4,27,30,16,30,11,10,49,0,24,2,
18:17:20,12,3,33,0,36,18,12,0,0,29,28,5,10,0,4,29,16,0,0,4,27,30,16,30,11,10,49,0,24,2,
18:17:21,12,3,33,0,36,18,12,0,0,29,28,5,10,0,4,29,16,0,0,4,27,30,16,30,11,10,49,0,24,2,
18:17:22,12,3,33,0,36,18,12,0,0,29,28,5,10,0,4,29,16,0,0,4,27,30,16,30,11,10,49,0,24,2,
18:17:23,12,3,33,0,36,18,12,0,0,29,28,5,10,0,4,29,16,0,0,4,27,30,16,30,11,10,49,0,24,2,
18:17:24,12,3,33,0,36,18,12,0,0,29,28,5,10,0,4,29,16,0,0,4,27,30,16,30,11,10,49,0,24,2,
18:17:25,12,3,33,0,36,18,12,0,0,29,28,5,10,0,4,29,16,0,0,4,27,30,16,30,11,10,49,0,24,2,
18:17:26,12,3,33,0,36,18,12,0,0,29,28,5,10,0,4,29,16,0,0,4,27,30,16,30,11,10,49,0,24,2,
18:17:27,12,3,33,0,36,18,12,0,0,29,28,5,10,0,4,29,16,0,0,6,27,30,16,30,11,10,49,0,24,2,
18:17:28,12,3,33,0,36,18,12,0,0,29,28,5,10,0,4,29,16,0,0,6,27,30,16,30,11,10,49,0,24,2,
18:17:29,12,3,33,0,36,18,12,0,0,29,28,5,10,0,4,29,16,0,0,6,27,30,16,30,11,10,49,0,24,2,
18:17:30,12,3,33,0,36,18,12,0,0,29,28,5,10,0,4,29,16,0,0,6,27,30,16,30,11,10,49,0,24,2,
18:17:31,12,3,33,0,36,18,12,0,0,29,28,5,10,0,4,29,16,0,0,6,27,30,16,30,11,10,49,0,24,2,
18:17:32,12,3,33,0,36,18,12,0,0,29,28,5,10,0,4,29,16,0,0,6,27,30,16,30,11,10,49,0,24,2,
18:17:33,12,3,33,0,36,18,12,0,0,29,28,5,10,0,4,29,16,0,0,6,27,30,16,30,11,10,49,0,24,2,
18:17:34,12,3,33,0,36,18,12,0,0,29,28,5,10,0,4,29,16,0,0,6,27,30,16,30,11,10,49,0,24,2,
18:17:35,12,3,33,0,36,18,12,0,0,29,28,5,10,0,4,29,16,0,0,6,27,30,16,30,11,10,49,0,24,2,
18:17:36,12,3,33,0,36,18,12,0,0,29,28,5,10,0,4,29,16,0,0,6,27,30,16,30,11,10,49,0,24,2,
18:17:37,12,3,33,0,36,18,12,0,0,29,28,5,10,0,4,29,16,0,0,6,27,30,16,30,11,10,49,0,24,2,
18:17:38,12,3,33,0,36,18,12,0,0,29,28,5,10,0,4,29,16,0,0,6,27,30,16,32,11,10,49,0,24,2,
18:17:39,12,3,33,0,36,18,12,0,0,29,28,5,10,0,4,29,16,0,0,6,27,30,16,32,11,10,49,0,24,2,
18:17:40,12,3,33,0,36,18,12,0,0,29,28,5,10,0,4,29,19,0,0,6,27,30,16,32,11,10,49,0,24,2,
18:17:41,12,3,33,0,36,18,12,0,0,29,28,5,10,0,4,29,19,0,0,6,27,30,16,32,11,10,49,0,24,2,
18:17:42,12,3,37,0,36,18,12,0,0,29,28,5,10,0,4,29,19,0,0,6,27,30,16,32,11,10,49,0,24,2,
18:17:43,12,3,37,0,36,18,12,0,0,29,28,5,10,0,4,29,19,0,0,6,27,30,16,32,11,10,49,0,24,2,
18:17:44,12,3,37,0,36,18,12,0,0,29,28,5,10,0,4,29,19,0,0,6,27,30,16,32,11,10,49,0,24,2,
18:17:45,12,3,37,0,36,18,12,0,0,29,28,5,10,0,4,29,19,0,0,6,27,30,16,32,11,10,49,0,24,2,
18:17:46,12,5,37,0,36,18,12,0,0,29,28,5,10,0,4,29,19,0,0,6,27,30,16,32,11,10,49,0,24,2,
18:17:47,12,5,37,0,36,18,12,0,0,29,28,5,10,0,4,29,19,0,0,6,27,30,16,32,11,10,49,0,24,2,
18:17:48,12,5,37,0,36,18,12,0,0,29,28,5,10,0,4,29,19,0,0,6,27,30,16,32,11,10,49,0,24,2,
18:17:49,12,5,37,0,36,18,12,0,0,29,28,5,10,0,4,29,19,0,0,6,27,30,16,32,11,10,49,0,24,2,
18:17:50,12,5,37,0,36,18,12,0,0,29,28,5,10,0,4,29,19,0,0,6,27,30,16,32,11,10,49,0,24,2,
18:17:51,12,5,37,0,36,18,12,0,0,29,28,5,10,0,4,29,19,0,0,6,27,30,16,32,11,10,49,0,24,2,
18:17:52,12,5,37,0,36,18,12,0,0,29,28,5,10,0,4,29,19,0,0,6,27,30,16,32,11,10,49,0,24,2,
18:17:53,12,5,37,0,36,18,12,0,0,29,28,5,10,0,4,29,19,0,0,6,27,30,16,32,11,10,49,0,24,2,
18:17:54,12,5,37,0,36,18,12,0,0,29,28,5,10,0,4,29,19,0,0,6,27,30,16,32,11,10,49,0,24,2,
18:17:55,12,5,37,0,36,18,14,0,0,31,28,5,10,0,4,29,19,0,0,6,27,30,16,32,11,10,49,0,24,2,
18:17:56,12,5,37,0,36,18,14,0,0,31,28,5,10,0,4,29,19,0,0,6,27,30,16,32,11,10,49,0,24,2,
18:17:57,12,5,37,0,36,18,14,0,0,31,28,5,10,0,4,29,19,0,0,6,27,30,16,32,11,10,49,0,24,2,
18:17:58,12,5,37,0,36,18,14,0,0,31,28,5,10,0,4,29,19,0,0,6,27,30,16,32,11,10,49,0,24,2,
18:17:59,12,5,37,0,36,18,14,0,0,31,28,5,10,0,4,29,19,0,0,6,29,30,16,32,11,12,49,0,24,2,
18:18,12,5,37,0,36,18,14,0,0,31,28,5,10,0,4,29,21,0,0,6,29,30,16,32,11,12,49,0,24,2,
18:18:01,12,5,37,0,36,18,14,0,0,31,28,5,10,0,4,29,21,0,0,6,29,30,16,32,11,12,49,0,24,2,
18:18:02,12,5,37,0,36,18,14,0,0,31,28,5,10,0,4,29,21,0,0,6,29,30,16,32,11,12,49,0,24,2,
18:18:03,12,5,37,0,36,18,14,0,0,31,28,5,10,0,4,29,21,0,0,6,29,30,16,32,11,12,51,0,24,2,
18:18:04,12,5,37,0,36,18,14,0,0,31,28,5,10,0,4,29,21,0,0,6,29,30,16,32,11,12,51,0,24,2,
18:18:05,12,5,37,0,36,18,14,0,0,31,28,5,10,0,4,29,21,0,0,6,29,30,16,32,11,12,51,0,24,2,
18:18:06,12,5,37,0,36,18,14,0,0,31,28,5,10,0,4,29,21,0,0,6,29,30,16,32,11,12,51,0,24,2,
18:18:07,12,5,37,0,36,18,14,0,0,31,28,5,10,0,4,29,21,0,0,6,29,30,16,32,11,12,51,0,24,2,
18:18:08,12,5,37,0,36,18,14,0,0,31,28,5,10,0,4,29,21,0,0,6,29,30,16,32,11,12,51,0,28,2,
18:18:09,12,5,37,0,36,18,14,0,0,31,28,5,10,0,4,29,21,0,0,6,29,30,16,32,11,12,51,0,28,2,
18:18:10,12,5,37,0,36,18,14,0,0,31,28,5,10,0,4,29,21,0,0,6,29,30,16,32,11,12,51,0,28,2,
18:18:11,12,5,37,0,36,18,14,0,0,31,28,5,10,0,4,29,21,0,0,6,29,30,16,32,11,12,51,0,28,2,
18:18:12,12,5,37,0,36,18,14,0,0,31,28,5,10,0,4,29,21,0,0,6,29,30,16,32,11,12,51,0,28,2,
18:18:13,12,5,37,0,36,18,14,0,0,31,28,5,10,0,4,29,21,0,0,6,29,30,16,32,11,12,51,0,28,2,
18:18:14,12,5,37,0,36,18,14,0,0,31,28,5,10,0,4,29,21,0,0,6,29,30,16,32,11,12,51,0,28,2,
18:18:15,12,5,37,0,36,18,14,0,0,31,28,5,10,0,4,29,21,0,0,6,29,30,16,32,11,12,51,0,28,2,
18:18:16,12,5,37,0,36,18,14,0,0,31,28,5,10,0,4,29,21,0,0,6,29,30,16,32,11,12,51,0,28,2,
18:18:17,12,5,37,0,36,18,14,0,0,31,28,5,10,0,4,29,21,0,0,6,29,30,16,32,11,12,51,0,28,2,
18:18:18,12,5,37,0,36,18,14,0,0,31,28,5,10,0,4,29,21,0,0,6,29,30,16,32,11,12,51,0,28,2,
18:18:19,12,5,37,0,36,18,14,0,0,31,28,5,10,0,4,29,21,0,0,6,29,30,16,32,11,12,51,0,28,2,
18:18:20,12,5,37,0,36,18,14,0,0,31,28,5,10,0,4,29,21,0,0,6,29,30,16,32,11,12,51,0,28,2,
18:18:21,12,5,37,0,36,18,14,0,0,31,28,5,10,0,4,32,21,0,0,6,29,30,16,32,11,12,51,0,28,2,
18:18:22,12,5,37,0,36,18,14,0,0,31,28,5,10,0,4,32,21,0,0,6,29,30,16,32,11,12,51,0,28,2,
18:18:23,12,5,37,0,36,18,14,0,0,31,28,5,10,0,4,32,21,0,0,6,29,30,16,32,11,12,51,0,28,2,
18:18:24,12,5,37,0,36,18,14,0,0,31,28,5,10,0,4,32,21,0,0,6,29,30,16,32,11,12,51,0,28,2,
18:18:25,12,5,37,0,36,18,14,0,0,31,28,5,10,0,4,32,21,0,0,6,29,30,16,32,11,12,51,0,28,2,
18:18:26,12,5,37,0,36,18,14,0,0,31,28,5,10,0,4,32,21,0,0,6,29,30,16,32,11,12,51,0,28,2,
18:18:27,12,5,37,0,36,18,14,0,0,31,28,5,10,0,4,32,21,0,0,6,29,30,16,32,11,12,51,0,28,2,
18:18:28,12,5,37,0,36,18,14,0,0,31,28,5,10,0,4,32,21,0,0,6,29,30,16,32,11,12,51,0,28,2,
18:18:29,12,5,37,0,36,18,14,0,0,31,28,5,10,0,4,32,21,0,0,6,29,30,16,32,11,12,51,0,28,2,
18:18:30,12,5,37,0,36,18,14,0,0,31,28,5,10,0,4,32,21,0,0,6,29,30,16,32,11,12,51,0,28,2,
18:18:31,12,5,37,0,36,18,14,0,0,31,28,5,10,0,4,32,21,0,0,6,29,30,16,32,11,12,51,0,28,2,
18:18:32,12,5,37,0,36,18,14,0,0,31,28,5,10,0,4,32,21,0,0,6,29,30,16,32,11,12,51,0,28,2,
18:18:33,12,5,37,0,36,18,14,0,0,31,28,5,10,0,4,32,21,0,0,6,29,30,16,32,11,12,51,0,28,2,
18:18:34,12,5,37,0,36,18,14,0,0,31,28,5,10,0,4,32,21,0,0,6,29,30,16,32,11,12,51,0,28,2,
18:18:35,12,5,37,0,36,18,14,0,0,31,28,5,10,0,4,32,21,0,0,6,29,30,16,32,11,12,51,0,28,2,
18:18:36,12,5,37,0,36,18,14,0,0,31,28,5,10,0,4,32,21,0,0,6,29,30,16,32,11,12,51,0,28,2,
18:18:37,12,5,37,0,36,18,14,0,0,31,28,5,10,0,4,32,21,0,0,6,29,30,16,32,11,12,51,0,28,2,
18:18:38,12,5,37,0,36,18,14,0,0,31,28,5,10,0,4,32,21,0,0,6,29,30,16,32,11,12,51,0,28,2,
18:18:39,12,5,37,0,36,18,14,0,0,33,28,5,10,0,4,32,21,0,0,6,29,30,16,32,11,12,51,0,28,2,
18:18:40,12,5,37,0,36,18,14,0,0,33,28,5,10,0,4,32,21,0,0,6,29,30,16,32,11,12,51,0,28,2,
18:18:41,15,5,37,0,36,20,14,0,0,33,28,5,10,0,4,32,21,0,0,6,29,30,16,32,11,12,51,0,28,2,
18:18:42,15,5,37,0,36,20,14,0,0,33,28,5,10,0,4,35,21,0,0,6,29,30,16,32,11,12,51,0,28,2,
18:18:43,15,5,37,0,36,20,14,0,0,33,28,5,10,0,4,35,21,0,0,6,29,30,16,32,11,12,51,0,28,2,
18:18:44,15,5,37,0,36,20,14,0,0,33,28,5,10,0,4,35,21,0,0,6,29,30,16,32,11,12,51,0,28,2,
18:18:45,15,5,37,0,36,20,14,0,0,33,28,5,10,0,4,35,21,0,0,6,29,33,16,32,11,12,51,0,28,2,
18:18:46,15,5,37,0,36,20,14,0,0,33,28,5,10,0,4,35,21,0,0,6,29,33,16,32,11,12,51,0,28,2,
18:18:47,15,5,37,0,36,20,14,0,0,33,30,5,10,0,4,35,21,0,0,6,29,33,16,32,11,12,51,0,28,2,
18:18:48,15,5,37,0,36,20,14,0,0,37,30,5,10,0,4,35,21,0,0,6,29,33,16,32,11,12,51,0,28,2,
18:18:49,15,5,37,0,36,20,14,0,0,37,30,5,10,0,4,35,21,0,0,6,29,33,16,32,11,12,51,0,28,2,
18:18:50,15,5,37,0,36,20,14,0,0,37,30,5,10,0,4,35,21,0,0,6,29,33,16,32,11,12,51,0,28,2,
18:18:51,15,5,37,0,36,20,14,0,0,37,30,5,10,0,4,35,21,0,0,6,29,33,16,32,11,12,51,0,28,2,
18:18:52,15,5,37,0,36,20,14,0,0,37,30,5,10,0,4,35,21,0,0,6,29,33,16,32,11,12,51,0,28,2,
18:18:53,15,5,37,0,36,20,14,0,0,37,30,5,10,0,4,35,21,0,0,6,29,33,16,32,11,12,51,0,28,2,
18:18:54,15,5,37,0,36,20,14,0,0,37,30,5,10,0,4,35,21,0,0,6,29,33,16,32,11,12,51,0,28,2,
18:18:55,15,5,37,0,36,20,14,0,0,37,30,5,10,0,4,35,21,0,0,6,29,33,16,32,11,12,51,0,28,2,
18:18:56,15,5,37,0,36,20,14,0,0,37,30,5,10,0,4,35,21,0,0,6,29,33,16,32,11,12,51,0,28,2,
18:18:57,15,5,37,0,36,20,14,0,0,37,30,5,10,0,4,35,21,0,0,6,29,33,16,32,11,12,51,0,28,2,
18:18:58,15,5,37,0,36,20,14,0,0,37,30,5,10,0,4,35,21,0,0,6,29,33,16,32,11,12,51,0,28,2,
18:18:59,15,5,37,0,36,20,14,0,0,37,30,5,10,0,4,35,21,0,0,6,29,33,16,32,11,12,51,0,28,2,
18:19,15,5,37,0,36,20,14,0,0,37,30,5,10,0,4,35,21,0,0,6,29,33,16,32,11,12,51,0,28,2,
18:19:01,15,5,37,0,36,20,14,0,0,37,30,5,10,0,4,35,21,0,0,6,29,33,16,32,11,12,51,0,28,2,
18:19:02,15,5,37,0,36,20,14,0,0,37,30,5,10,0,4,35,21,0,0,6,29,33,16,32,11,12,51,0,28,2,
18:19:03,15,5,37,0,36,20,14,0,0,37,30,5,10,0,4,35,21,0,0,6,29,33,16,32,11,12,51,0,28,2,
18:19:04,15,5,37,0,36,20,14,0,0,37,30,5,10,0,4,35,21,0,0,6,29,33,16,32,11,12,51,0,28,2,
18:19:05,15,5,37,0,36,20,14,0,0,37,30,5,10,0,4,35,21,0,0,6,29,33,16,32,11,12,51,0,28,2,
18:19:06,15,5,37,0,38,20,14,0,0,37,30,5,10,0,4,35,21,0,0,6,29,33,16,32,11,12,51,0,28,2,
18:19:07,15,5,37,0,38,20,14,0,0,37,30,5,10,0,4,35,21,0,0,6,29,33,16,32,11,12,51,0,28,2,
18:19:08,15,5,37,0,38,20,14,0,0,37,30,5,10,0,4,35,21,0,0,6,29,33,16,32,11,12,51,0,28,2,
18:19:09,15,5,37,0,38,20,14,0,0,37,30,5,10,0,4,35,21,0,0,6,29,33,16,32,11,12,51,0,28,2,
18:19:10,15,5,37,0,38,20,14,0,0,37,30,5,10,0,4,35,21,0,0,6,29,33,16,32,11,12,51,0,28,2,
18:19:11,15,5,37,0,38,20,14,0,0,37,30,5,10,0,4,35,21,0,0,6,29,33,16,32,11,12,51,0,28,2,
18:19:12,15,5,37,0,38,20,14,0,0,37,30,5,10,0,4,35,21,0,0,6,29,33,16,32,11,12,51,0,28,2,
18:19:13,15,5,37,0,38,20,14,0,0,37,30,5,10,0,4,35,21,0,0,6,29,33,16,32,11,12,51,0,28,2,
18:19:14,15,5,37,0,38,20,14,0,0,37,30,5,10,0,4,35,21,0,0,6,29,33,16,32,11,12,51,0,28,2,
18:19:15,15,5,37,0,38,20,14,0,0,37,30,5,10,0,4,35,21,0,0,6,29,33,16,32,11,12,51,0,28,2,
18:19:16,15,5,37,0,38,20,14,0,0,37,30,5,10,0,4,35,21,0,0,6,29,37,16,32,11,14,51,0,28,2,
18:19:17,15,5,37,0,38,20,14,0,0,37,30,5,10,0,4,35,21,0,0,6,29,37,16,32,11,14,51,0,28,2,
18:19:18,15,5,37,0,38,20,14,0,0,37,30,5,10,0,4,35,21,0,0,6,29,37,16,32,11,14,51,0,28,2,
18:19:19,15,5,37,0,38,20,14,0,0,37,30,5,10,0,4,35,21,0,0,6,29,40,16,32,11,14,51,0,28,2,
18:19:20,15,5,37,0,38,20,14,0,0,37,30,5,10,0,4,35,21,0,0,6,29,40,16,32,11,14,51,0,28,2,
18:19:21,15,5,37,0,38,20,14,0,0,37,30,5,10,0,4,35,21,0,0,6,29,40,16,32,11,14,51,0,28,2,
18:19:22,18,5,37,0,38,20,14,0,0,37,30,5,10,0,4,35,21,0,0,6,29,40,16,32,11,14,51,0,28,2,
18:19:23,18,5,37,0,38,20,14,0,0,37,30,5,10,0,4,35,21,0,0,6,29,40,16,32,11,14,51,0,28,2,
18:19:24,18,5,37,0,38,20,14,0,0,37,30,5,10,0,4,36,21,0,0,6,31,40,16,32,11,14,51,0,28,2,
18:19:25,18,5,37,0,38,20,14,0,0,37,30,5,10,0,4,36,21,0,0,6,31,40,16,32,11,14,51,0,28,2,
18:19:26,18,5,37,0,38,20,14,0,0,37,30,5,10,0,4,36,21,0,0,6,31,40,16,32,11,14,51,0,28,2,
18:19:27,18,5,37,0,38,20,14,0,0,37,30,5,10,0,4,36,21,0,0,6,31,40,16,32,11,14,51,0,28,2,
18:19:28,18,5,37,0,38,20,14,0,0,37,30,5,10,0,4,36,21,0,0,6,33,40,16,32,11,14,51,0,28,2,
18:19:29,18,5,37,0,38,20,14,0,0,37,30,5,10,0,4,36,21,0,0,6,33,40,16,32,11,14,51,0,28,2,
18:19:30,18,5,37,0,38,20,14,0,0,37,30,5,10,0,4,36,21,0,0,6,33,40,16,32,11,14,51,0,28,2,
18:19:31,18,5,37,0,38,20,14,0,0,37,30,5,10,0,4,36,21,0,0,6,33,40,16,32,11,14,51,0,28,2,
18:19:32,18,5,37,0,38,20,14,0,0,37,30,5,10,0,4,36,21,0,0,6,33,40,16,32,11,14,51,0,28,2,
18:19:33,18,5,37,0,38,20,14,0,0,37,30,5,10,0,4,36,21,0,0,6,33,40,16,32,11,14,51,0,28,2,
18:19:34,18,5,37,0,38,20,14,0,0,37,30,5,10,0,4,36,21,0,0,6,33,40,16,32,11,14,51,0,28,2,
18:19:35,18,5,37,0,38,20,14,0,0,37,30,5,10,0,4,36,21,0,0,6,33,40,16,32,11,14,51,0,28,2,
18:19:36,18,5,37,0,38,20,14,0,0,37,30,5,10,0,4,36,21,0,0,6,33,40,16,32,11,14,51,0,28,2,
18:19:37,18,5,37,0,38,20,14,0,0,37,30,5,10,0,4,36,21,0,0,6,33,40,16,32,11,14,51,0,28,2,
18:19:38,18,5,37,0,38,20,14,0,0,37,30,5,10,0,4,36,21,0,0,6,33,40,16,32,11,14,51,0,28,2,
18:19:39,18,5,37,0,38,20,14,0,0,37,30,5,10,0,4,36,21,0,0,6,33,40,16,32,11,14,51,0,28,2,
18:19:40,18,5,37,0,38,20,14,0,0,37,30,5,10,0,4,36,21,0,0,6,33,40,16,32,11,14,51,0,28,2,
18:19:41,18,5,37,0,38,20,14,0,0,37,30,5,10,0,4,36,21,0,0,6,33,40,16,32,11,14,51,0,28,2,
18:19:42,18,5,37,0,38,20,14,0,0,37,30,5,10,0,4,36,21,0,0,6,33,40,16,32,11,14,51,0,28,2,
18:19:43,18,5,37,0,38,20,14,0,0,37,30,5,10,0,4,36,21,0,0,6,33,40,16,32,11,14,51,0,28,2,
18:19:44,18,5,37,0,38,20,14,0,0,37,30,5,10,0,4,36,21,0,0,6,33,40,16,32,11,14,51,0,28,2,
18:19:45,18,5,37,0,38,20,14,0,0,37,30,5,10,0,4,36,21,0,0,6,33,42,16,32,11,14,51,0,28,2,
18:19:46,18,5,37,0,38,20,14,0,0,37,30,5,10,0,4,36,21,0,0,6,33,42,16,32,11,14,51,0,28,2,
18:19:47,18,5,37,0,38,20,14,0,0,37,30,5,10,0,4,36,21,0,0,6,33,42,16,32,11,14,51,0,28,2,
18:19:48,18,5,37,0,38,20,14,0,0,37,30,5,10,0,4,36,21,0,0,6,33,42,16,32,11,14,51,0,28,2,
18:19:49,18,5,37,0,38,20,14,0,0,37,30,5,10,0,4,36,21,0,0,6,33,42,16,32,11,14,51,0,28,2,
18:19:50,18,5,37,0,38,20,14,0,0,37,30,5,10,0,4,36,21,0,0,6,33,42,16,32,11,14,51,0,28,2,
18:19:51,18,5,37,0,38,20,14,0,0,37,30,5,10,0,4,36,21,0,0,6,33,42,16,32,11,14,51,0,28,2,
18:19:52,18,5,37,0,38,20,14,0,0,37,30,5,10,0,4,36,21,0,0,6,33,42,16,32,11,14,51,0,28,2,
18:19:53,18,5,37,0,38,20,14,0,0,37,30,5,10,0,4,36,21,0,0,6,33,42,16,32,11,14,51,0,28,2,
18:19:54,18,5,37,0,38,20,14,0,0,37,30,5,10,0,4,36,21,0,0,6,33,45,16,32,11,14,51,0,28,2,
18:19:55,18,5,37,0,38,20,14,0,0,37,30,5,10,0,4,36,21,0,0,6,33,45,16,32,11,14,51,0,28,2,
18:19:56,18,5,37,0,38,20,14,0,0,37,30,5,10,0,4,36,21,0,0,6,33,45,16,32,11,14,51,0,28,2,
18:19:57,18,5,37,0,38,20,14,0,0,37,30,5,10,0,4,36,21,0,0,6,33,45,16,32,11,14,51,0,28,2,
18:19:58,18,5,37,0,38,20,14,0,0,37,30,5,10,0,4,36,21,0,0,6,33,45,16,35,11,14,51,0,28,2,
18:19:59,18,5,37,0,38,20,14,0,0,37,30,5,10,0,4,36,21,0,0,6,33,45,16,35,11,14,51,0,28,2,
18:20,18,5,37,0,38,20,14,0,0,37,32,5,10,0,4,38,21,0,0,6,35,45,16,35,11,14,51,0,28,2,
18:20:01,18,5,37,0,38,20,14,0,0,37,32,5,10,0,4,38,21,0,0,6,35,45,16,35,11,14,51,0,28,2,
18:20:02,18,5,37,0,38,20,14,0,0,37,32,5,10,0,4,38,21,0,0,6,35,45,16,35,11,14,51,0,28,2,
18:20:03,18,5,37,0,38,20,14,0,0,37,32,5,10,0,4,38,21,0,0,6,35,45,16,35,11,14,51,0,28,2,
18:20:04,18,5,37,0,38,20,14,0,0,37,32,5,10,0,4,38,21,0,0,6,35,45,16,37,11,14,51,0,28,2,
18:20:05,18,5,37,0,38,20,14,0,0,37,32,5,10,0,4,38,21,0,0,6,35,45,16,37,11,14,51,0,28,2,
18:20:06,18,5,37,0,38,20,14,0,0,37,32,5,10,0,4,38,21,0,0,6,35,45,16,37,11,14,51,0,28,2,
18:20:07,18,5,37,0,38,20,14,0,0,37,32,5,10,0,4,38,21,0,0,6,35,45,16,37,11,14,51,0,28,2,
18:20:08,18,5,37,0,38,20,14,0,0,37,32,5,10,0,4,38,21,0,0,6,35,45,16,37,11,14,51,0,28,2,
18:20:09,18,5,37,0,38,20,14,0,0,37,32,5,10,0,4,38,21,0,0,6,35,45,16,37,11,14,51,0,28,2,
18:20:10,18,5,37,0,38,20,14,0,0,37,32,5,10,0,4,38,21,0,0,6,35,45,16,37,11,14,51,0,28,2,
18:20:11,18,5,37,0,38,20,14,0,0,37,32,5,10,0,4,38,21,0,0,6,35,45,16,37,11,14,51,0,28,2,
18:20:12,18,5,37,0,38,20,14,0,0,37,32,5,10,0,4,38,21,0,0,6,35,45,16,37,11,14,51,0,28,2,
18:20:13,18,5,37,0,38,20,14,0,0,37,32,5,10,0,4,38,21,0,0,6,35,45,16,37,11,14,51,0,28,2,
18:20:14,18,5,37,0,38,20,14,0,0,37,32,5,10,0,4,38,21,0,0,6,35,45,16,37,11,14,51,0,28,2,
18:20:15,18,5,37,0,38,20,14,0,0,37,32,5,10,0,4,38,21,0,0,6,35,45,16,37,11,14,51,0,28,2,
18:20:16,18,5,37,0,38,20,14,0,0,37,32,5,10,0,4,38,21,0,0,6,35,45,16,37,11,14,51,0,28,2,
18:20:17,18,5,37,0,38,20,14,0,0,37,32,5,10,0,4,38,21,0,0,6,35,45,16,37,11,14,51,0,28,2,
18:20:18,18,5,37,0,38,20,14,0,0,37,32,5,10,0,4,38,21,0,0,6,35,45,16,37,11,14,51,0,28,2,
18:20:19,18,5,37,0,38,20,14,0,0,37,32,5,10,0,4,38,21,0,0,6,35,45,16,37,11,14,51,0,28,2,
18:20:20,18,5,37,0,38,20,14,0,0,37,32,5,10,0,4,38,21,0,0,6,35,45,16,37,11,14,51,0,28,2,
18:20:21,18,5,37,0,38,20,14,0,0,37,32,5,10,0,4,38,21,0,0,6,35,45,16,37,11,14,51,0,28,2,
18:20:22,18,5,37,0,38,20,14,0,0,37,32,5,10,0,4,38,21,0,0,6,35,45,16,37,11,14,51,0,28,2,
18:20:23,18,5,37,0,38,20,14,0,0,37,32,5,10,0,4,38,21,0,0,6,35,45,16,37,11,14,51,0,28,2,
18:20:24,18,5,37,0,38,20,14,0,0,37,32,5,10,0,4,38,21,0,0,6,35,45,16,37,11,14,51,0,28,2,
18:20:25,18,5,37,0,38,20,14,0,0,37,32,5,10,0,4,38,21,0,0,6,35,45,16,37,11,14,51,0,28,2,
18:20:26,18,5,37,0,38,20,14,0,0,37,32,5,10,0,4,38,21,0,0,6,35,45,16,37,11,14,51,0,28,2,
18:20:27,18,5,37,0,38,20,15,0,0,37,32,5,10,0,4,38,21,0,0,6,35,45,16,37,11,14,51,0,28,2,
18:20:28,18,5,37,0,38,20,15,0,0,37,32,5,10,0,4,38,21,0,0,6,35,45,16,37,11,14,51,0,28,2,
18:20:29,18,5,37,0,38,20,15,0,0,37,32,5,10,0,4,40,21,0,0,6,35,45,16,37,13,14,51,0,28,2,
18:20:30,18,5,37,0,38,20,15,0,0,37,32,5,10,0,4,40,21,0,0,6,35,45,16,37,13,14,51,0,28,2,
18:20:31,18,5,37,0,38,20,15,0,0,37,32,5,10,0,4,40,21,0,0,6,35,45,16,37,13,14,51,0,28,2,
